2026-01-09-13:04:52.035 2.9
2026-01-09-13:05:05.634 2.9
2026-01-09-13:05:15.016 1.9
2026-01-09-13:05:25.080 1.6
2026-01-09-13:05:34.631 1.4
2026-01-09-13:05:43.637 2.2
2026-01-09-13:05:55.536 2.2
2026-01-09-13:06:06.920 2.7
2026-01-09-13:06:19.096 2.9
2026-01-09-13:06:29.872 2.9
2026-01-09-13:06:38.343 3.0
2026-01-09-13:06:50.101 3.0
2026-01-09-13:07:03.027 3.0
2026-01-09-13:07:14.426 3.0
2026-01-09-13:07:25.003 3.0
2026-01-09-13:07:35.418 2.4
2026-01-09-13:07:45.744 2.1
2026-01-09-13:07:55.006 1.9
2026-01-09-13:08:03.257 2.5
2026-01-09-13:08:17.264 2.7
2026-01-09-13:08:33.822 2.9
2026-01-09-13:08:50.913 3.0
2026-01-09-13:09:06.253 3.1
2026-01-09-13:09:22.225 3.1
2026-01-09-13:10:13.337 2.9
2026-01-09-13:10:13.636 2.9
2026-01-09-13:10:13.914 3.0
2026-01-09-13:10:14.215 3.1
2026-01-09-13:10:14.497 3.1
2026-01-09-13:10:14.791 3.1
2026-01-09-13:10:15.078 3.0
2026-01-09-13:10:15.328 3.0
2026-01-09-13:10:15.620 2.9
2026-01-09-13:10:15.929 2.9
2026-01-09-13:10:16.272 2.9
2026-01-09-13:10:16.740 3.0
2026-01-09-13:10:17.766 3.1
2026-01-09-13:10:19.201 3.1
2026-01-09-13:10:20.880 3.0
2026-01-09-13:10:22.416 2.9
2026-01-09-13:10:26.744 2.9
2026-01-09-13:10:30.955 2.9
2026-01-09-13:10:45.157 2.9
2026-01-09-13:11:05.103 2.9
2026-01-09-13:11:25.731 2.1
2026-01-09-13:11:42.333 1.7
2026-01-09-13:12:02.868 1.5
2026-01-09-13:12:22.460 1.5
2026-01-09-13:12:42.108 1.6
2026-01-09-13:12:59.002 1.6
2026-01-09-13:13:19.553 1.6
2026-01-09-13:13:37.470 1.6
2026-01-09-13:13:57.443 2.4
2026-01-09-13:14:13.673 2.7
2026-01-09-13:14:33.648 2.9
2026-01-09-13:14:49.561 3.0
2026-01-09-13:15:07.921 3.1
2026-01-09-13:15:25.125 3.1
2026-01-09-13:15:39.869 2.4
2026-01-09-13:15:53.662 2.0
2026-01-09-13:16:06.187 1.8
2026-01-09-13:16:19.081 2.4
2026-01-09-13:16:31.414 2.7
2026-01-09-13:16:41.378 2.7
2026-01-09-13:16:56.003 2.9
2026-01-09-13:17:12.992 2.3
2026-01-09-13:17:32.518 2.0
2026-01-09-13:17:53.816 1.9
2026-01-09-13:18:13.953 2.5
2026-01-09-13:18:32.024 2.9
2026-01-09-13:18:50.584 3.0
2026-01-09-13:19:11.443 3.1
2026-01-09-13:21:11.692 2.9
2026-01-09-13:21:14.960 2.9
2026-01-09-13:21:17.302 3.0
2026-01-09-13:21:20.116 3.1
2026-01-09-13:21:23.711 3.1
2026-01-09-13:21:27.039 2.6
2026-01-09-13:21:32.793 2.3
2026-01-09-13:21:37.526 2.2
2026-01-09-13:21:41.463 2.0
2026-01-09-13:21:45.852 1.9
2026-01-09-13:21:50.279 1.8
2026-01-09-13:21:54.879 2.5
2026-01-09-13:21:58.699 2.8
2026-01-09-13:22:02.848 3.0
2026-01-09-13:22:07.932 3.0
2026-01-09-13:22:19.865 3.0
2026-01-09-13:22:31.298 3.0
2026-01-09-13:22:51.509 2.5
2026-01-09-13:23:10.083 2.3
2026-01-09-13:23:30.793 2.2
2026-01-09-13:23:49.325 2.0
2026-01-09-13:24:09.283 1.9
2026-01-09-13:24:29.910 1.8
2026-01-09-13:24:49.317 1.9
2026-01-09-13:25:09.453 2.0
2026-01-09-13:25:27.240 2.0
2026-01-09-13:25:45.981 1.8
2026-01-09-13:26:05.472 1.7
2026-01-09-13:26:23.896 1.6
2026-01-09-13:26:38.697 2.2
2026-01-09-13:26:49.118 2.6
2026-01-09-13:26:55.386 2.7
2026-01-09-13:30:47.332 2.9
2026-01-09-13:30:47.763 2.9
2026-01-09-13:30:48.184 2.2
2026-01-09-13:30:48.641 2.0
2026-01-09-13:30:49.024 1.9
2026-01-09-13:30:49.391 1.6
2026-01-09-13:30:49.750 1.4
2026-01-09-13:30:50.637 1.3
2026-01-09-13:30:51.503 1.3
2026-01-09-13:30:52.596 1.5
2026-01-09-13:30:54.231 1.5
2026-01-09-13:30:56.057 1.5
2026-01-09-13:31:00.175 1.6
2026-01-09-13:31:04.194 2.4
2026-01-09-13:31:12.700 2.8
2026-01-09-13:31:25.444 3.0
2026-01-09-13:31:47.962 3.0
2026-01-09-13:32:19.095 3.0
2026-01-09-13:32:46.527 3.0
2026-01-09-13:33:12.767 2.9
2026-01-09-13:33:42.762 2.9
2026-01-09-13:34:09.581 2.9
2026-01-09-13:34:31.467 2.9
2026-01-09-13:34:58.896 1.9
2026-01-09-13:35:24.080 1.6
2026-01-09-13:35:50.830 1.4
2026-01-09-13:36:17.251 1.4
2026-01-09-13:36:42.860 2.4
2026-01-09-13:37:13.192 2.7
2026-01-09-13:37:40.708 2.9
2026-01-09-13:38:09.148 2.9
2026-01-09-13:38:34.681 3.0
2026-01-09-13:39:00.643 3.0
2026-01-09-13:39:22.175 2.5
2026-01-09-13:39:43.821 2.3
2026-01-09-13:40:09.995 2.2
2026-01-09-13:40:42.797 2.0
2026-01-09-13:41:10.294 2.0
2026-01-09-13:41:37.355 1.9
2026-01-09-13:42:04.507 1.8
2026-01-09-13:42:33.398 1.7
2026-01-09-13:43:04.444 1.6
2026-01-09-13:43:31.423 2.1
2026-01-09-13:43:55.445 2.3
2026-01-09-13:44:27.810 2.4
2026-01-09-13:45:00.148 2.5
2026-01-09-13:45:30.632 2.5
2026-01-09-13:45:58.856 2.5
2026-01-09-13:46:30.010 2.5
2026-01-09-13:47:01.070 2.2
2026-01-09-13:47:33.112 2.1
2026-01-09-13:48:05.222 2.0
2026-01-09-13:48:35.728 2.5
2026-01-09-13:49:07.465 2.8
2026-01-09-13:49:39.867 2.9
2026-01-09-14:12:29.334 2.9
2026-01-09-14:12:29.667 2.9
2026-01-09-14:12:30.007 2.2
2026-01-09-14:12:30.373 2.0
