检测时间记录 - 1.mp4
开始时间: 2026-03-25 19:48:18.024
--------------------------------------------------------------------------------
帧号         时间戳                            检测耗时(ms)       
620        2026-03-25 19:49:02.414        80.13          
621        2026-03-25 19:49:02.498        69.83          
622        2026-03-25 19:49:02.569        67.07          
623        2026-03-25 19:49:02.638        66.70          
624        2026-03-25 19:49:02.706        59.09          
625        2026-03-25 19:49:02.767        81.81          
626        2026-03-25 19:49:02.852        57.22          
627        2026-03-25 19:49:02.911        65.35          
628        2026-03-25 19:49:02.977        83.40          
629        2026-03-25 19:49:03.062        58.33          
630        2026-03-25 19:49:03.121        84.28          
631        2026-03-25 19:49:03.208        63.54          
632        2026-03-25 19:49:03.276        69.18          
633        2026-03-25 19:49:03.347        67.12          
634        2026-03-25 19:49:03.417        59.05          
635        2026-03-25 19:49:03.478        49.34          
636        2026-03-25 19:49:03.528        69.43          
637        2026-03-25 19:49:03.601        81.92          
638        2026-03-25 19:49:03.685        78.19          
639        2026-03-25 19:49:03.766        55.12          
640        2026-03-25 19:49:03.824        70.49          
641        2026-03-25 19:49:03.898        85.48          
642        2026-03-25 19:49:03.987        69.08          
643        2026-03-25 19:49:04.058        57.79          
644        2026-03-25 19:49:04.118        57.01          
645        2026-03-25 19:49:04.177        75.49          
646        2026-03-25 19:49:04.254        80.07          
647        2026-03-25 19:49:04.338        89.08          
648        2026-03-25 19:49:04.429        50.56          
649        2026-03-25 19:49:04.481        64.61          
650        2026-03-25 19:49:04.549        74.90          
651        2026-03-25 19:49:04.627        63.41          
652        2026-03-25 19:49:04.693        65.54          
653        2026-03-25 19:49:04.764        68.40          
654        2026-03-25 19:49:04.834        71.29          
655        2026-03-25 19:49:04.908        88.57          
656        2026-03-25 19:49:04.998        72.26          
657        2026-03-25 19:49:05.074        66.61          
658        2026-03-25 19:49:05.142        80.74          
659        2026-03-25 19:49:05.227        72.22          
660        2026-03-25 19:49:05.302        43.11          
661        2026-03-25 19:49:05.346        75.41          
662        2026-03-25 19:49:05.425        66.37          
663        2026-03-25 19:49:05.493        77.75          
664        2026-03-25 19:49:05.577        58.84          
665        2026-03-25 19:49:05.638        66.37          
666        2026-03-25 19:49:05.706        72.07          
667        2026-03-25 19:49:05.780        61.55          
668        2026-03-25 19:49:05.844        60.52          
669        2026-03-25 19:49:05.905        65.42          
670        2026-03-25 19:49:05.973        66.15          
671        2026-03-25 19:49:06.044        69.34          
672        2026-03-25 19:49:06.115        64.35          
673        2026-03-25 19:49:06.181        62.31          
674        2026-03-25 19:49:06.246        80.11          
675        2026-03-25 19:49:06.334        52.83          
676        2026-03-25 19:49:06.388        53.64          
677        2026-03-25 19:49:06.450        88.25          
678        2026-03-25 19:49:06.540        73.19          
679        2026-03-25 19:49:06.616        72.12          
680        2026-03-25 19:49:06.690        92.28          
681        2026-03-25 19:49:06.786        92.47          
682        2026-03-25 19:49:06.881        94.31          
683        2026-03-25 19:49:06.976        96.77          
684        2026-03-25 19:49:07.075        78.60          
685        2026-03-25 19:49:07.156        94.38          
686        2026-03-25 19:49:07.252        80.09          
687        2026-03-25 19:49:07.333        77.92          
688        2026-03-25 19:49:07.413        73.86          
689        2026-03-25 19:49:07.489        72.35          
690        2026-03-25 19:49:07.563        76.05          
691        2026-03-25 19:49:07.642        63.19          
692        2026-03-25 19:49:07.706        77.19          
693        2026-03-25 19:49:07.785        77.54          
694        2026-03-25 19:49:07.866        75.47          
695        2026-03-25 19:49:07.943        89.22          
696        2026-03-25 19:49:08.034        78.83          
697        2026-03-25 19:49:08.115        62.22          
698        2026-03-25 19:49:08.178        62.07          
699        2026-03-25 19:49:08.242        75.98          
700        2026-03-25 19:49:08.322        64.68          
701        2026-03-25 19:49:08.388        72.10          
702        2026-03-25 19:49:08.463        87.89          
703        2026-03-25 19:49:08.553        88.78          
704        2026-03-25 19:49:08.646        73.34          
705        2026-03-25 19:49:08.722        66.22          
706        2026-03-25 19:49:08.790        72.79          
707        2026-03-25 19:49:08.865        57.75          
708        2026-03-25 19:49:08.926        73.82          
709        2026-03-25 19:49:09.003        69.37          
710        2026-03-25 19:49:09.074        76.11          
711        2026-03-25 19:49:09.152        76.87          
712        2026-03-25 19:49:09.230        56.03          
713        2026-03-25 19:49:09.287        89.14          
714        2026-03-25 19:49:09.379        53.80          
715        2026-03-25 19:49:09.437        70.41          
716        2026-03-25 19:49:09.513        62.93          
717        2026-03-25 19:49:09.582        78.66          
718        2026-03-25 19:49:09.662        75.55          
719        2026-03-25 19:49:09.738        69.06          
720        2026-03-25 19:49:09.809        72.26          
721        2026-03-25 19:49:09.883        90.14          
722        2026-03-25 19:49:09.975        95.52          
723        2026-03-25 19:49:10.073        70.98          
724        2026-03-25 19:49:10.148        66.86          
725        2026-03-25 19:49:10.216        69.10          
726        2026-03-25 19:49:10.290        59.86          
727        2026-03-25 19:49:10.353        94.05          
728        2026-03-25 19:49:10.450        40.60          
729        2026-03-25 19:49:10.492        65.55          
730        2026-03-25 19:49:10.561        79.52          
731        2026-03-25 19:49:10.643        68.82          
732        2026-03-25 19:49:10.713        49.77          
733        2026-03-25 19:49:10.765        60.64          
734        2026-03-25 19:49:10.827        72.30          
735        2026-03-25 19:49:10.902        57.71          
736        2026-03-25 19:49:10.961        65.20          
737        2026-03-25 19:49:11.030        71.10          
738        2026-03-25 19:49:11.104        62.30          
739        2026-03-25 19:49:11.171        47.40          
740        2026-03-25 19:49:11.220        49.60          
741        2026-03-25 19:49:11.271        79.19          
742        2026-03-25 19:49:11.352        69.31          
743        2026-03-25 19:49:11.424        59.59          
744        2026-03-25 19:49:11.485        75.13          
745        2026-03-25 19:49:11.563        62.76          
746        2026-03-25 19:49:11.628        70.89          
747        2026-03-25 19:49:11.701        65.67          
748        2026-03-25 19:49:11.768        59.47          
749        2026-03-25 19:49:11.830        74.46          
750        2026-03-25 19:49:11.906        64.81          
751        2026-03-25 19:49:11.973        82.59          
752        2026-03-25 19:49:12.057        68.36          
753        2026-03-25 19:49:12.128        82.61          
754        2026-03-25 19:49:12.213        59.11          
755        2026-03-25 19:49:12.273        98.30          
756        2026-03-25 19:49:12.374        85.03          
757        2026-03-25 19:49:12.463        71.25          
758        2026-03-25 19:49:12.535        84.00          
759        2026-03-25 19:49:12.621        68.11          
760        2026-03-25 19:49:12.691        64.96          
761        2026-03-25 19:49:12.757        83.81          
762        2026-03-25 19:49:12.843        81.82          
763        2026-03-25 19:49:12.926        96.95          
764        2026-03-25 19:49:13.025        63.37          
765        2026-03-25 19:49:13.090        69.64          
766        2026-03-25 19:49:13.164        104.44         
767        2026-03-25 19:49:13.270        63.78          
768        2026-03-25 19:49:13.336        79.77          
769        2026-03-25 19:49:13.417        64.13          
770        2026-03-25 19:49:13.483        62.71          
771        2026-03-25 19:49:13.547        78.27          
772        2026-03-25 19:49:13.635        73.92          
773        2026-03-25 19:49:13.712        55.72          
774        2026-03-25 19:49:13.769        84.50          
775        2026-03-25 19:49:13.857        63.86          
776        2026-03-25 19:49:13.928        73.31          
777        2026-03-25 19:49:14.005        64.09          
778        2026-03-25 19:49:14.073        90.86          
779        2026-03-25 19:49:14.167        75.08          
780        2026-03-25 19:49:14.246        97.06          
781        2026-03-25 19:49:14.345        55.82          
782        2026-03-25 19:49:14.404        59.58          
783        2026-03-25 19:49:14.470        50.51          
784        2026-03-25 19:49:14.521        42.77          
785        2026-03-25 19:49:14.569        80.78          
786        2026-03-25 19:49:14.655        70.85          
787        2026-03-25 19:49:14.728        72.62          
788        2026-03-25 19:49:14.802        58.79          
789        2026-03-25 19:49:14.863        64.60          
790        2026-03-25 19:49:14.930        60.16          
791        2026-03-25 19:49:14.994        65.79          
792        2026-03-25 19:49:15.061        70.50          
793        2026-03-25 19:49:15.134        66.20          
794        2026-03-25 19:49:15.203        81.29          
795        2026-03-25 19:49:15.285        81.38          
796        2026-03-25 19:49:15.369        70.77          
797        2026-03-25 19:49:15.442        69.86          
798        2026-03-25 19:49:15.514        86.67          
799        2026-03-25 19:49:15.602        85.32          
800        2026-03-25 19:49:15.689        71.70          
801        2026-03-25 19:49:15.763        56.13          
802        2026-03-25 19:49:15.821        66.78          
803        2026-03-25 19:49:15.890        63.81          
804        2026-03-25 19:49:15.956        79.59          
805        2026-03-25 19:49:16.041        64.42          
806        2026-03-25 19:49:16.112        84.10          
807        2026-03-25 19:49:16.197        58.81          
808        2026-03-25 19:49:16.261        94.96          
809        2026-03-25 19:49:16.359        65.59          
810        2026-03-25 19:49:16.435        57.93          
811        2026-03-25 19:49:16.495        55.02          
812        2026-03-25 19:49:16.558        74.60          
813        2026-03-25 19:49:16.636        90.35          
814        2026-03-25 19:49:16.731        59.61          
815        2026-03-25 19:49:16.795        90.13          
816        2026-03-25 19:49:16.891        73.70          
817        2026-03-25 19:49:16.965        69.48          
818        2026-03-25 19:49:17.038        68.88          
819        2026-03-25 19:49:17.108        68.32          
820        2026-03-25 19:49:17.179        71.40          
821        2026-03-25 19:49:17.253        61.62          
822        2026-03-25 19:49:17.316        65.20          
823        2026-03-25 19:49:17.382        92.20          
824        2026-03-25 19:49:17.476        67.93          
825        2026-03-25 19:49:17.547        57.85          
826        2026-03-25 19:49:17.608        73.97          
827        2026-03-25 19:49:17.684        64.53          
828        2026-03-25 19:49:17.749        75.18          
829        2026-03-25 19:49:17.826        70.67          
830        2026-03-25 19:49:17.908        72.06          
831        2026-03-25 19:49:17.983        64.93          
832        2026-03-25 19:49:18.050        78.33          
833        2026-03-25 19:49:18.130        62.79          
834        2026-03-25 19:49:18.201        62.40          
835        2026-03-25 19:49:18.265        79.10          
836        2026-03-25 19:49:18.348        66.32          
837        2026-03-25 19:49:18.418        64.71          
838        2026-03-25 19:49:18.486        71.27          
839        2026-03-25 19:49:18.559        64.57          
840        2026-03-25 19:49:18.627        65.64          
841        2026-03-25 19:49:18.697        80.55          
842        2026-03-25 19:49:18.782        81.30          
843        2026-03-25 19:49:18.867        68.18          
844        2026-03-25 19:49:18.938        60.03          
845        2026-03-25 19:49:19.002        67.37          
846        2026-03-25 19:49:19.073        55.96          
847        2026-03-25 19:49:19.132        74.10          
848        2026-03-25 19:49:19.209        78.22          
849        2026-03-25 19:49:19.290        77.63          
850        2026-03-25 19:49:19.371        82.98          
851        2026-03-25 19:49:19.456        79.46          
852        2026-03-25 19:49:19.541        66.92          
853        2026-03-25 19:49:19.609        68.97          
854        2026-03-25 19:49:19.682        88.16          
855        2026-03-25 19:49:19.773        58.56          
856        2026-03-25 19:49:19.834        69.24          
857        2026-03-25 19:49:19.908        108.36         
858        2026-03-25 19:49:20.018        98.26          
859        2026-03-25 19:49:20.120        82.69          
860        2026-03-25 19:49:20.205        65.93          
861        2026-03-25 19:49:20.273        64.53          
862        2026-03-25 19:49:20.338        53.43          
863        2026-03-25 19:49:20.393        94.14          
864        2026-03-25 19:49:20.493        96.50          
865        2026-03-25 19:49:20.598        82.97          
866        2026-03-25 19:49:20.683        70.36          
867        2026-03-25 19:49:20.757        78.10          
868        2026-03-25 19:49:20.837        71.84          
869        2026-03-25 19:49:20.910        71.50          
870        2026-03-25 19:49:20.985        100.59         
871        2026-03-25 19:49:21.087        96.04          
872        2026-03-25 19:49:21.185        63.94          
873        2026-03-25 19:49:21.252        72.58          
874        2026-03-25 19:49:21.327        77.15          
875        2026-03-25 19:49:21.405        83.89          
876        2026-03-25 19:49:21.491        97.61          
877        2026-03-25 19:49:21.596        94.28          
878        2026-03-25 19:49:21.694        87.57          
879        2026-03-25 19:49:21.784        56.50          
880        2026-03-25 19:49:21.842        79.23          
881        2026-03-25 19:49:21.931        66.64          
882        2026-03-25 19:49:22.000        55.52          
883        2026-03-25 19:49:22.058        101.58         
884        2026-03-25 19:49:22.166        72.75          
885        2026-03-25 19:49:22.242        76.77          
886        2026-03-25 19:49:22.322        67.50          
887        2026-03-25 19:49:22.393        50.80          
888        2026-03-25 19:49:22.446        76.75          
889        2026-03-25 19:49:22.525        79.08          
890        2026-03-25 19:49:22.607        103.32         
891        2026-03-25 19:49:22.714        96.87          
892        2026-03-25 19:49:22.817        69.96          
893        2026-03-25 19:49:22.890        88.24          
894        2026-03-25 19:49:22.980        84.03          
895        2026-03-25 19:49:23.065        61.94          
896        2026-03-25 19:49:23.129        71.65          
897        2026-03-25 19:49:23.204        72.39          
898        2026-03-25 19:49:23.278        88.64          
899        2026-03-25 19:49:23.369        79.75          
900        2026-03-25 19:49:23.455        92.62          
901        2026-03-25 19:49:23.555        102.70         
902        2026-03-25 19:49:23.661        71.71          
903        2026-03-25 19:49:23.737        51.09          
904        2026-03-25 19:49:23.790        69.65          
905        2026-03-25 19:49:23.861        47.21          
906        2026-03-25 19:49:23.911        74.60          
907        2026-03-25 19:49:23.987        69.40          
908        2026-03-25 19:49:24.064        69.94          
909        2026-03-25 19:49:24.137        73.25          
910        2026-03-25 19:49:24.216        89.46          
911        2026-03-25 19:49:24.308        74.00          
912        2026-03-25 19:49:24.385        67.97          
913        2026-03-25 19:49:24.463        59.91          
914        2026-03-25 19:49:24.526        68.88          
915        2026-03-25 19:49:24.596        68.02          
916        2026-03-25 19:49:24.669        49.66          
917        2026-03-25 19:49:24.722        83.61          
918        2026-03-25 19:49:24.808        117.61         
919        2026-03-25 19:49:24.930        62.83          
920        2026-03-25 19:49:24.996        58.61          
921        2026-03-25 19:49:25.056        47.22          
922        2026-03-25 19:49:25.108        81.68          
923        2026-03-25 19:49:25.192        84.05          
924        2026-03-25 19:49:25.278        67.84          
925        2026-03-25 19:49:25.352        89.33          
926        2026-03-25 19:49:25.445        79.91          
927        2026-03-25 19:49:25.526        84.98          
928        2026-03-25 19:49:25.614        69.17          
929        2026-03-25 19:49:25.685        53.03          
930        2026-03-25 19:49:25.741        69.09          
931        2026-03-25 19:49:25.812        116.32         
932        2026-03-25 19:49:25.932        53.80          
933        2026-03-25 19:49:25.988        80.87          
934        2026-03-25 19:49:26.070        95.61          
935        2026-03-25 19:49:26.169        60.78          
936        2026-03-25 19:49:26.232        72.53          
937        2026-03-25 19:49:26.308        74.33          
938        2026-03-25 19:49:26.384        63.46          
939        2026-03-25 19:49:26.449        63.84          
940        2026-03-25 19:49:26.516        75.69          
941        2026-03-25 19:49:26.595        70.15          
942        2026-03-25 19:49:26.666        69.83          
943        2026-03-25 19:49:26.738        72.29          
944        2026-03-25 19:49:26.812        63.12          
945        2026-03-25 19:49:26.883        61.78          
946        2026-03-25 19:49:26.946        101.19         
947        2026-03-25 19:49:27.049        78.71          
948        2026-03-25 19:49:27.131        109.16         
949        2026-03-25 19:49:27.247        58.05          
950        2026-03-25 19:49:27.306        75.64          
951        2026-03-25 19:49:27.389        97.79          
952        2026-03-25 19:49:27.488        73.19          
953        2026-03-25 19:49:27.571        77.45          
954        2026-03-25 19:49:27.651        77.65          
955        2026-03-25 19:49:27.731        86.31          
956        2026-03-25 19:49:27.821        54.71          
957        2026-03-25 19:49:27.878        68.41          
958        2026-03-25 19:49:27.947        49.59          
959        2026-03-25 19:49:27.999        73.86          
960        2026-03-25 19:49:28.075        91.46          
961        2026-03-25 19:49:28.170        83.00          
962        2026-03-25 19:49:28.261        82.74          
963        2026-03-25 19:49:28.349        99.20          
964        2026-03-25 19:49:28.450        64.15          
965        2026-03-25 19:49:28.516        68.91          
966        2026-03-25 19:49:28.596        86.51          
967        2026-03-25 19:49:28.685        77.21          
968        2026-03-25 19:49:28.764        89.45          
969        2026-03-25 19:49:28.856        83.94          
970        2026-03-25 19:49:28.942        80.77          
971        2026-03-25 19:49:29.024        63.86          
972        2026-03-25 19:49:29.090        85.03          
973        2026-03-25 19:49:29.176        79.65          
974        2026-03-25 19:49:29.257        72.43          
975        2026-03-25 19:49:29.331        107.86         
976        2026-03-25 19:49:29.441        63.44          
977        2026-03-25 19:49:29.506        77.41          
978        2026-03-25 19:49:29.587        52.49          
979        2026-03-25 19:49:29.643        86.80          
980        2026-03-25 19:49:29.732        53.94          
981        2026-03-25 19:49:29.789        70.55          
982        2026-03-25 19:49:29.861        96.93          
983        2026-03-25 19:49:29.961        95.81          
984        2026-03-25 19:49:30.064        66.32          
985        2026-03-25 19:49:30.131        65.55          
986        2026-03-25 19:49:30.199        105.79         
987        2026-03-25 19:49:30.309        103.36         
988        2026-03-25 19:49:30.414        86.11          
989        2026-03-25 19:49:30.502        85.39          
990        2026-03-25 19:49:30.590        63.45          
991        2026-03-25 19:49:30.656        58.81          
992        2026-03-25 19:49:30.718        97.97          
993        2026-03-25 19:49:30.820        92.80          
994        2026-03-25 19:49:30.916        80.06          
995        2026-03-25 19:49:30.997        78.33          
996        2026-03-25 19:49:31.078        80.12          
997        2026-03-25 19:49:31.161        82.65          
998        2026-03-25 19:49:31.249        90.17          
999        2026-03-25 19:49:31.341        87.15          
1000       2026-03-25 19:49:31.430        83.19          
1001       2026-03-25 19:49:31.515        73.13          
1002       2026-03-25 19:49:31.590        82.01          
1003       2026-03-25 19:49:31.674        110.74         
1004       2026-03-25 19:49:31.786        71.29          
1005       2026-03-25 19:49:31.861        90.52          
1006       2026-03-25 19:49:31.957        96.34          
1007       2026-03-25 19:49:32.059        91.15          
1008       2026-03-25 19:49:32.153        71.87          
1009       2026-03-25 19:49:32.227        60.09          
1010       2026-03-25 19:49:32.288        61.12          
1011       2026-03-25 19:49:32.351        88.83          
1012       2026-03-25 19:49:32.445        83.55          
1013       2026-03-25 19:49:32.532        86.42          
1014       2026-03-25 19:49:32.621        84.50          
1015       2026-03-25 19:49:32.711        101.66         
1016       2026-03-25 19:49:32.822        84.82          
1017       2026-03-25 19:49:32.909        71.98          
1018       2026-03-25 19:49:32.982        95.79          
1019       2026-03-25 19:49:33.082        68.88          
1020       2026-03-25 19:49:33.152        84.58          
1021       2026-03-25 19:49:33.238        86.27          
1022       2026-03-25 19:49:33.327        50.59          
1023       2026-03-25 19:49:33.379        69.91          
1024       2026-03-25 19:49:33.450        67.48          
1025       2026-03-25 19:49:33.523        79.15          
1026       2026-03-25 19:49:33.605        101.04         
1027       2026-03-25 19:49:33.708        68.06          
1028       2026-03-25 19:49:33.778        70.83          
1029       2026-03-25 19:49:33.851        65.43          
1030       2026-03-25 19:49:33.918        70.66          
1031       2026-03-25 19:49:33.991        88.63          
1032       2026-03-25 19:49:34.082        96.24          
1033       2026-03-25 19:49:34.180        74.54          
1034       2026-03-25 19:49:34.258        56.11          
1035       2026-03-25 19:49:34.316        100.05         
1036       2026-03-25 19:49:34.418        66.52          
1037       2026-03-25 19:49:34.488        79.65          
1038       2026-03-25 19:49:34.570        71.96          
1039       2026-03-25 19:49:34.644        77.93          
1040       2026-03-25 19:49:34.724        48.94          
1041       2026-03-25 19:49:34.775        73.05          
1042       2026-03-25 19:49:34.850        72.43          
1043       2026-03-25 19:49:34.926        72.54          
1044       2026-03-25 19:49:35.001        77.10          
1045       2026-03-25 19:49:35.082        53.99          
1046       2026-03-25 19:49:35.138        88.03          
1047       2026-03-25 19:49:35.229        84.60          
1048       2026-03-25 19:49:35.316        66.85          
1049       2026-03-25 19:49:35.385        68.57          
1050       2026-03-25 19:49:35.456        53.12          
1051       2026-03-25 19:49:35.512        54.94          
1052       2026-03-25 19:49:35.571        74.92          
1053       2026-03-25 19:49:35.648        79.95          
1054       2026-03-25 19:49:35.730        71.37          
1055       2026-03-25 19:49:35.803        76.87          
1056       2026-03-25 19:49:35.885        67.26          
1057       2026-03-25 19:49:35.955        76.43          
1058       2026-03-25 19:49:36.033        78.35          
1059       2026-03-25 19:49:36.115        88.47          
1060       2026-03-25 19:49:36.205        86.77          
1061       2026-03-25 19:49:36.293        79.58          
1062       2026-03-25 19:49:36.375        56.15          
1063       2026-03-25 19:49:36.434        74.87          
1064       2026-03-25 19:49:36.511        80.35          
1065       2026-03-25 19:49:36.593        57.89          
1066       2026-03-25 19:49:36.655        69.68          
1067       2026-03-25 19:49:36.726        61.37          
1068       2026-03-25 19:49:36.790        75.81          
1069       2026-03-25 19:49:36.870        61.63          
1070       2026-03-25 19:49:36.934        67.57          
1071       2026-03-25 19:49:37.003        42.20          
1072       2026-03-25 19:49:37.048        60.69          
1073       2026-03-25 19:49:37.110        102.35         
1074       2026-03-25 19:49:37.214        71.29          
1075       2026-03-25 19:49:37.289        66.39          
1076       2026-03-25 19:49:37.357        67.14          
1077       2026-03-25 19:49:37.426        45.75          
1078       2026-03-25 19:49:37.473        90.77          
1079       2026-03-25 19:49:37.565        85.47          
1080       2026-03-25 19:49:37.654        85.74          
1081       2026-03-25 19:49:37.742        75.60          
1082       2026-03-25 19:49:37.819        86.98          
1083       2026-03-25 19:49:37.915        113.32         
1084       2026-03-25 19:49:38.030        85.18          
1085       2026-03-25 19:49:38.117        72.49          
1086       2026-03-25 19:49:38.192        55.10          
1087       2026-03-25 19:49:38.251        72.48          
1088       2026-03-25 19:49:38.327        76.99          
1089       2026-03-25 19:49:38.405        79.03          
1090       2026-03-25 19:49:38.486        54.54          
1091       2026-03-25 19:49:38.545        51.73          
1092       2026-03-25 19:49:38.598        74.57          
1093       2026-03-25 19:49:38.675        77.86          
1094       2026-03-25 19:49:38.754        70.81          
1095       2026-03-25 19:49:38.830        73.63          
1096       2026-03-25 19:49:38.905        69.98          
1097       2026-03-25 19:49:38.979        67.98          
1098       2026-03-25 19:49:39.049        67.69          
1099       2026-03-25 19:49:39.118        75.20          
1100       2026-03-25 19:49:39.195        101.00         
1101       2026-03-25 19:49:39.301        84.08          
1102       2026-03-25 19:49:39.388        73.62          
1103       2026-03-25 19:49:39.463        69.17          
1104       2026-03-25 19:49:39.535        64.89          
1105       2026-03-25 19:49:39.603        87.69          
1106       2026-03-25 19:49:39.693        77.14          
1107       2026-03-25 19:49:39.772        69.49          
1108       2026-03-25 19:49:39.848        61.48          
1109       2026-03-25 19:49:39.911        73.23          
1110       2026-03-25 19:49:39.986        84.94          
1111       2026-03-25 19:49:40.073        71.19          
1112       2026-03-25 19:49:40.145        97.73          
1113       2026-03-25 19:49:40.245        70.15          
1114       2026-03-25 19:49:40.318        58.95          
1115       2026-03-25 19:49:40.380        81.64          
1116       2026-03-25 19:49:40.464        100.45         
1117       2026-03-25 19:49:40.569        95.66          
1118       2026-03-25 19:49:40.672        90.17          
1119       2026-03-25 19:49:40.764        79.17          
1120       2026-03-25 19:49:40.845        59.05          
1121       2026-03-25 19:49:40.908        78.41          
1122       2026-03-25 19:49:40.988        72.59          
1123       2026-03-25 19:49:41.062        75.66          
1124       2026-03-25 19:49:41.140        80.29          
1125       2026-03-25 19:49:41.222        66.86          
1126       2026-03-25 19:49:41.290        80.42          
1127       2026-03-25 19:49:41.373        56.36          
1128       2026-03-25 19:49:41.431        89.26          
1129       2026-03-25 19:49:41.523        80.90          
1130       2026-03-25 19:49:41.609        63.71          
1131       2026-03-25 19:49:41.680        85.87          
1132       2026-03-25 19:49:41.769        92.07          
1133       2026-03-25 19:49:41.868        83.64          
1134       2026-03-25 19:49:41.953        81.79          
1135       2026-03-25 19:49:42.037        72.23          
1136       2026-03-25 19:49:42.111        84.56          
1137       2026-03-25 19:49:42.203        73.04          
1138       2026-03-25 19:49:42.279        62.09          
1139       2026-03-25 19:49:42.343        56.81          
1140       2026-03-25 19:49:42.404        70.43          
1141       2026-03-25 19:49:42.480        91.17          
1142       2026-03-25 19:49:42.573        90.81          
1143       2026-03-25 19:49:42.667        93.62          
1144       2026-03-25 19:49:42.765        74.84          
1145       2026-03-25 19:49:42.842        78.65          
1146       2026-03-25 19:49:42.932        68.22          
1147       2026-03-25 19:49:43.009        60.36          
1148       2026-03-25 19:49:43.071        63.99          
1149       2026-03-25 19:49:43.138        44.32          
1150       2026-03-25 19:49:43.185        69.90          
1151       2026-03-25 19:49:43.261        72.33          
1152       2026-03-25 19:49:43.335        93.00          
1153       2026-03-25 19:49:43.432        74.99          
1154       2026-03-25 19:49:43.510        58.12          
1155       2026-03-25 19:49:43.571        74.38          
1156       2026-03-25 19:49:43.649        60.65          
1157       2026-03-25 19:49:43.711        79.73          
1158       2026-03-25 19:49:43.794        72.10          
1159       2026-03-25 19:49:43.867        66.13          
1160       2026-03-25 19:49:43.936        99.65          
1161       2026-03-25 19:49:44.037        92.37          
1162       2026-03-25 19:49:44.131        74.68          
1163       2026-03-25 19:49:44.210        104.23         
1164       2026-03-25 19:49:44.318        81.46          
1165       2026-03-25 19:49:44.407        86.23          
1166       2026-03-25 19:49:44.498        62.46          
1167       2026-03-25 19:49:44.562        71.94          
1168       2026-03-25 19:49:44.636        60.62          
1169       2026-03-25 19:49:44.700        94.20          
1170       2026-03-25 19:49:44.801        77.39          
1171       2026-03-25 19:49:44.883        68.75          
1172       2026-03-25 19:49:44.954        75.41          
1173       2026-03-25 19:49:45.031        51.24          
1174       2026-03-25 19:49:45.084        79.56          
1175       2026-03-25 19:49:45.168        63.87          
1176       2026-03-25 19:49:45.240        94.31          
1177       2026-03-25 19:49:45.338        96.27          
1178       2026-03-25 19:49:45.436        60.23          
1179       2026-03-25 19:49:45.498        82.11          
1180       2026-03-25 19:49:45.582        70.84          
1181       2026-03-25 19:49:45.655        75.71          
1182       2026-03-25 19:49:45.733        89.56          
1183       2026-03-25 19:49:45.825        77.04          
1184       2026-03-25 19:49:45.904        83.77          
1185       2026-03-25 19:49:45.994        79.63          
1186       2026-03-25 19:49:46.077        53.38          
1187       2026-03-25 19:49:46.133        74.05          
1188       2026-03-25 19:49:46.208        68.36          
1189       2026-03-25 19:49:46.279        89.25          
1190       2026-03-25 19:49:46.371        77.45          
1191       2026-03-25 19:49:46.452        83.42          
1192       2026-03-25 19:49:46.539        102.76         
1193       2026-03-25 19:49:46.643        107.40         
1194       2026-03-25 19:49:46.757        91.04          
1195       2026-03-25 19:49:46.849        85.70          
1196       2026-03-25 19:49:46.937        96.61          
1197       2026-03-25 19:49:47.038        76.46          
1198       2026-03-25 19:49:47.117        82.43          
1199       2026-03-25 19:49:47.205        66.26          
1200       2026-03-25 19:49:47.274        70.25          
1201       2026-03-25 19:49:47.347        80.05          
1202       2026-03-25 19:49:47.430        59.90          
1203       2026-03-25 19:49:47.494        64.96          
1204       2026-03-25 19:49:47.561        69.10          
1205       2026-03-25 19:49:47.633        79.56          
1206       2026-03-25 19:49:47.715        62.19          
1207       2026-03-25 19:49:47.780        67.79          
1208       2026-03-25 19:49:47.851        58.81          
1209       2026-03-25 19:49:47.912        93.86          
1210       2026-03-25 19:49:48.007        73.39          
1211       2026-03-25 19:49:48.083        82.12          
1212       2026-03-25 19:49:48.168        113.87         
1213       2026-03-25 19:49:48.284        80.81          
1214       2026-03-25 19:49:48.369        79.22          
1215       2026-03-25 19:49:48.453        61.92          
1216       2026-03-25 19:49:48.517        67.80          
1217       2026-03-25 19:49:48.588        62.03          
1218       2026-03-25 19:49:48.653        53.73          
1219       2026-03-25 19:49:48.709        83.45          
1220       2026-03-25 19:49:48.796        97.42          
1221       2026-03-25 19:49:48.895        72.08          
1222       2026-03-25 19:49:48.968        75.95          
1223       2026-03-25 19:49:49.046        70.55          
1224       2026-03-25 19:49:49.123        61.32          
1225       2026-03-25 19:49:49.189        65.38          
1226       2026-03-25 19:49:49.255        67.27          
1227       2026-03-25 19:49:49.329        53.92          
1228       2026-03-25 19:49:49.384        52.27          
1229       2026-03-25 19:49:49.440        68.74          
1230       2026-03-25 19:49:49.511        77.93          
1231       2026-03-25 19:49:49.590        97.48          
1232       2026-03-25 19:49:49.689        61.55          
1233       2026-03-25 19:49:49.754        68.73          
1234       2026-03-25 19:49:49.824        76.02          
1235       2026-03-25 19:49:49.902        64.77          
1236       2026-03-25 19:49:49.969        53.77          
1237       2026-03-25 19:49:50.024        64.93          
1238       2026-03-25 19:49:50.092        87.69          
1239       2026-03-25 19:49:50.181        75.91          
1240       2026-03-25 19:49:50.261        73.93          
1241       2026-03-25 19:49:50.338        55.78          
